TEXT	TEXT_TN	TYPE	NOTE
"Long wave also very occasionally opts out at other times , such as to broadcast special services , the most recent being when the Pope visited Britain in 2010"	" Long wave also very occasionally opts out at other times , such as to broadcast special services , the most recent being when the Pope visited Britain in two thousand and ten "		
"Montulli applied for a patent for the cookie technology in 1995 , and US 5774670 was granted in 1998"	" Montulli applied for one patent for the cookie technology in one thousand nine hundred and ninety five , and US five seven seven four six seven zero  was granted in one thousand nine hundred and ninety eight "		
"Montulli applied for a patent for the cookie technology in 1995 , and US 5774670 was granted in 1998"	" Montulli applied for one patent for the cookie technology in one thousand nine hundred and ninety five , and US five seven seven four six seven zero  was granted in one thousand nine hundred and ninety eight "		
"Montulli applied for a patent for the cookie technology in 1995 , and US 5774670 was granted in 1998"	" Montulli applied for one patent for the cookie technology in one thousand nine hundred and ninety five , and US five seven seven four six seven zero  was granted in one thousand nine hundred and ninety eight "		
"Older versions of browsers may not have the most up-to-date list , and will therefore be vulnerable to supercookies from certain domains"	" Older versions of browsers may not have the most uptodate list , and will therefore be vulnerable to supercookies from certain domains "		
"Older versions of browsers may not have the most up-to-date list , and will therefore be vulnerable to supercookies from certain domains"	" Older versions of browsers may not have the most uptodate list , and will therefore be vulnerable to supercookies from certain domains "		
"Older versions of browsers may not have the most up-to-date list , and will therefore be vulnerable to supercookies from certain domains"	" Older versions of browsers may not have the most uptodate list , and will therefore be vulnerable to supercookies from certain domains "		
"On a supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , non-HTTP APIs such as JavaScript"	" On one supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , nonHTTP APIs such as JavaScript "		
"On a supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , non-HTTP APIs such as JavaScript"	" On one supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , nonHTTP APIs such as JavaScript "		
"On a supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , non-HTTP APIs such as JavaScript"	" On one supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , nonHTTP APIs such as JavaScript "		
"On a supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , non-HTTP APIs such as JavaScript"	" On one supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , nonHTTP APIs such as JavaScript "		
"On a supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , non-HTTP APIs such as JavaScript"	" On one supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , nonHTTP APIs such as JavaScript "		
"On a supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , non-HTTP APIs such as JavaScript"	" On one supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , nonHTTP APIs such as JavaScript "		
"On a supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , non-HTTP APIs such as JavaScript"	" On one supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , nonHTTP APIs such as JavaScript "		
"On a supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , non-HTTP APIs such as JavaScript"	" On one supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , nonHTTP APIs such as JavaScript "		
"On a supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , non-HTTP APIs such as JavaScript"	" On one supported browser , an HttpOnly session cookie will be used only when transmitting HTTP ( or HTTPS ) requests , thus restricting access from other , nonHTTP APIs such as JavaScript "		
"On average , a single website was setting 10 cookies , with maximum number of cookies ( first - and third-party ) reaching over 800"	" On average , one single website was setting ten cookies , with maximum number of cookies ( first  and thirdparty ) reaching over eight hundred "		
"On average , a single website was setting 10 cookies , with maximum number of cookies ( first - and third-party ) reaching over 800"	" On average , one single website was setting ten cookies , with maximum number of cookies ( first  and thirdparty ) reaching over eight hundred "		
"On average , a single website was setting 10 cookies , with maximum number of cookies ( first - and third-party ) reaching over 800"	" On average , one single website was setting ten cookies , with maximum number of cookies ( first  and thirdparty ) reaching over eight hundred "		
"On average , a single website was setting 10 cookies , with maximum number of cookies ( first - and third-party ) reaching over 800"	" On average , one single website was setting ten cookies , with maximum number of cookies ( first  and thirdparty ) reaching over eight hundred "		
"On or after the hour , a news bulletin is broadcast - this is sometimes a two-minute summary , a longer piece as part of a current affairs programme , or a 30-minute broadcast on weekdays at 18:00 and midnight"	" On or after the hour , one news bulletin is broadcast  this is sometimes one twominute summary , one longer piece as part of one current affairs programme , or one thirtyminute broadcast on weekdays at eighteen:zero and midnight "		
"On or after the hour , a news bulletin is broadcast - this is sometimes a two-minute summary , a longer piece as part of a current affairs programme , or a 30-minute broadcast on weekdays at 18:00 and midnight"	" On or after the hour , one news bulletin is broadcast  this is sometimes one twominute summary , one longer piece as part of one current affairs programme , or one thirtyminute broadcast on weekdays at eighteen:zero and midnight "		
"On or after the hour , a news bulletin is broadcast - this is sometimes a two-minute summary , a longer piece as part of a current affairs programme , or a 30-minute broadcast on weekdays at 18:00 and midnight"	" On or after the hour , one news bulletin is broadcast  this is sometimes one twominute summary , one longer piece as part of one current affairs programme , or one thirtyminute broadcast on weekdays at eighteen:zero and midnight "		
"On or after the hour , a news bulletin is broadcast - this is sometimes a two-minute summary , a longer piece as part of a current affairs programme , or a 30-minute broadcast on weekdays at 18:00 and midnight"	" On or after the hour , one news bulletin is broadcast  this is sometimes one twominute summary , one longer piece as part of one current affairs programme , or one thirtyminute broadcast on weekdays at eighteen:zero and midnight "		
"On or after the hour , a news bulletin is broadcast - this is sometimes a two-minute summary , a longer piece as part of a current affairs programme , or a 30-minute broadcast on weekdays at 18:00 and midnight"	" On or after the hour , one news bulletin is broadcast  this is sometimes one twominute summary , one longer piece as part of one current affairs programme , or one thirtyminute broadcast on weekdays at eighteen:zero and midnight "		
"On weekdays , Farming Today , which deals with news of relevance to the agricultural sector , is followed by the Today programme from 06:00 to 09:00"	" On weekdays , Farming Today , which deals with news of relevance to the agricultural sector , is followed by the Today programme from six:zero to nine:zero "		
"On weekdays , Farming Today , which deals with news of relevance to the agricultural sector , is followed by the Today programme from 06:00 to 09:00"	" On weekdays , Farming Today , which deals with news of relevance to the agricultural sector , is followed by the Today programme from six:zero to nine:zero "		
"Over the next few centuries the settlers established the pattern of farmland which prevailed into the 19th century , as well as many monasteries , which were important landowners and centres of power"	" Over the next few centuries the settlers established the pattern of farmland which prevailed into the nineteenth century , as well as many monasteries , which were important landowners and centres of power "		
"Pilsdon Pen , the highest hill in Dorset at 909 ft ( 277 m ) , is situated here"	" Pilsdon Pen , the highest hill in Dorset at nine hundred and nine ft ( two hundred and seventy seven meter ) , is situated here "		
"Pilsdon Pen , the highest hill in Dorset at 909 ft ( 277 m ) , is situated here"	" Pilsdon Pen , the highest hill in Dorset at nine hundred and nine ft ( two hundred and seventy seven meter ) , is situated here "		
"Pilsdon Pen , the highest hill in Dorset at 909 ft ( 277 m ) , is situated here"	" Pilsdon Pen , the highest hill in Dorset at nine hundred and nine ft ( two hundred and seventy seven meter ) , is situated here "		
"Pilsdon Pen , the highest hill in Dorset at 909 ft ( 277 m ) , is situated here"	" Pilsdon Pen , the highest hill in Dorset at nine hundred and nine ft ( two hundred and seventy seven meter ) , is situated here "		
"Poet William Barnes , authors Theodore Francis Powys , John le Carr¹È , P.D. James and satirical novelist Thomas Love Peacock are also locals"	" Poet William Barnes , authors Theodore Francis Powys , John le Carr¹È , P dot D dot  James and satirical novelist Thomas Love Peacock are also locals "		
"Radio 4 finishes with the national anthem , God Save the Queen , and the World Service takes over from 01:00 until 05:20"	" Radio four finishes with the national anthem , God Save the Queen , and the World Service takes over from one:zero until five:twenty "		
"Radio 4 finishes with the national anthem , God Save the Queen , and the World Service takes over from 01:00 until 05:20"	" Radio four finishes with the national anthem , God Save the Queen , and the World Service takes over from one:zero until five:twenty "		
"Radio 4 finishes with the national anthem , God Save the Queen , and the World Service takes over from 01:00 until 05:20"	" Radio four finishes with the national anthem , God Save the Queen , and the World Service takes over from one:zero until five:twenty "		
"Radio 4 replaced the Home Service on 30 September 1967 , when the BBC renamed many of its domestic radio stations , in response to the challenge of offshore radio"	" Radio four replaced the Home Service on thirty September nineteensixty seventh , when the BBC renamed many of its domestic radio stations , in response to the challenge of offshore radio "		
"Radio 4 replaced the Home Service on 30 September 1967 , when the BBC renamed many of its domestic radio stations , in response to the challenge of offshore radio"	" Radio four replaced the Home Service on thirty September nineteensixty seventh , when the BBC renamed many of its domestic radio stations , in response to the challenge of offshore radio "		
"Radio 4 replaced the Home Service on 30 September 1967 , when the BBC renamed many of its domestic radio stations , in response to the challenge of offshore radio"	" Radio four replaced the Home Service on thirty September nineteensixty seventh , when the BBC renamed many of its domestic radio stations , in response to the challenge of offshore radio "		
"Radio 4 replaced the Home Service on 30 September 1967 , when the BBC renamed many of its domestic radio stations , in response to the challenge of offshore radio"	" Radio four replaced the Home Service on thirty September nineteensixty seventh , when the BBC renamed many of its domestic radio stations , in response to the challenge of offshore radio "		
"Radio 4's sister station , BBC Radio 4 Extra ( formerly known as BBC 7 ) , complements the main channel by broadcasting repeats from the Radio 4 archive , extended versions of Radio 4 programmes and supplements to series such as The Archers and Desert Island Discs"	" Radio four's sister station , BBC Radio four Extra ( formerly known as BBC seven ) , complements the main channel by broadcasting repeats from the Radio four archive , extended versions of Radio four programmes and supplements to series such as The Archers and Desert Island Discs "		
"Radio 4's sister station , BBC Radio 4 Extra ( formerly known as BBC 7 ) , complements the main channel by broadcasting repeats from the Radio 4 archive , extended versions of Radio 4 programmes and supplements to series such as The Archers and Desert Island Discs"	" Radio four's sister station , BBC Radio four Extra ( formerly known as BBC seven ) , complements the main channel by broadcasting repeats from the Radio four archive , extended versions of Radio four programmes and supplements to series such as The Archers and Desert Island Discs "		
"Radio 4's sister station , BBC Radio 4 Extra ( formerly known as BBC 7 ) , complements the main channel by broadcasting repeats from the Radio 4 archive , extended versions of Radio 4 programmes and supplements to series such as The Archers and Desert Island Discs"	" Radio four's sister station , BBC Radio four Extra ( formerly known as BBC seven ) , complements the main channel by broadcasting repeats from the Radio four archive , extended versions of Radio four programmes and supplements to series such as The Archers and Desert Island Discs "		
"Radio 4's sister station , BBC Radio 4 Extra ( formerly known as BBC 7 ) , complements the main channel by broadcasting repeats from the Radio 4 archive , extended versions of Radio 4 programmes and supplements to series such as The Archers and Desert Island Discs"	" Radio four's sister station , BBC Radio four Extra ( formerly known as BBC seven ) , complements the main channel by broadcasting repeats from the Radio four archive , extended versions of Radio four programmes and supplements to series such as The Archers and Desert Island Discs "		
"Radio 4's sister station , BBC Radio 4 Extra ( formerly known as BBC 7 ) , complements the main channel by broadcasting repeats from the Radio 4 archive , extended versions of Radio 4 programmes and supplements to series such as The Archers and Desert Island Discs"	" Radio four's sister station , BBC Radio four Extra ( formerly known as BBC seven ) , complements the main channel by broadcasting repeats from the Radio four archive , extended versions of Radio four programmes and supplements to series such as The Archers and Desert Island Discs "		
"Radio 4's sister station , BBC Radio 4 Extra ( formerly known as BBC 7 ) , complements the main channel by broadcasting repeats from the Radio 4 archive , extended versions of Radio 4 programmes and supplements to series such as The Archers and Desert Island Discs"	" Radio four's sister station , BBC Radio four Extra ( formerly known as BBC seven ) , complements the main channel by broadcasting repeats from the Radio four archive , extended versions of Radio four programmes and supplements to series such as The Archers and Desert Island Discs "		
"Radio 4's sister station , BBC Radio 4 Extra ( formerly known as BBC 7 ) , complements the main channel by broadcasting repeats from the Radio 4 archive , extended versions of Radio 4 programmes and supplements to series such as The Archers and Desert Island Discs"	" Radio four's sister station , BBC Radio four Extra ( formerly known as BBC seven ) , complements the main channel by broadcasting repeats from the Radio four archive , extended versions of Radio four programmes and supplements to series such as The Archers and Desert Island Discs "		
"Regardless of cookies , browsers request a page from web servers by sending them a usually short text called ' HTTP request '"	" Regardless of cookies , browsers request one page from web servers by sending them one usually short text called ' HTTP request ' "		
"Roundabout East Anglia came to an end in 1980 , when local radio services were introduced to East Anglia with the launch of BBC Radio Norfolk"	" Roundabout East Anglia came to an end in one thousand nine hundred and eighty , when local radio services were introduced to East Anglia with the launch of BBC Radio Norfolk "		
"Roundabout East Anglia came to an end in 1980 , when local radio services were introduced to East Anglia with the launch of BBC Radio Norfolk"	" Roundabout East Anglia came to an end in one thousand nine hundred and eighty , when local radio services were introduced to East Anglia with the launch of BBC Radio Norfolk "		
"Section 1 Characteristics Section 1.1 Physical properties Zinc , also referred to in nonscientific contexts as spelter , is a bluish-white , lustrous , diamagnetic metal , though most common commercial grades of the metal have a dull finish"	" Section one Characteristics Section one point one  Physical properties Zinc , also referred to in nonscientific contexts as spelter , is one bluishwhite , lustrous , diamagnetic metal , though most common commercial grades of the metal have one dull finish "		
"Section 1 Characteristics Section 1.1 Physical properties Zinc , also referred to in nonscientific contexts as spelter , is a bluish-white , lustrous , diamagnetic metal , though most common commercial grades of the metal have a dull finish"	" Section one Characteristics Section one point one  Physical properties Zinc , also referred to in nonscientific contexts as spelter , is one bluishwhite , lustrous , diamagnetic metal , though most common commercial grades of the metal have one dull finish "		
"Section 1 Characteristics Section 1.1 Physical properties Zinc , also referred to in nonscientific contexts as spelter , is a bluish-white , lustrous , diamagnetic metal , though most common commercial grades of the metal have a dull finish"	" Section one Characteristics Section one point one  Physical properties Zinc , also referred to in nonscientific contexts as spelter , is one bluishwhite , lustrous , diamagnetic metal , though most common commercial grades of the metal have one dull finish "		
"Section 1 Characteristics Section 1.1 Physical properties Zinc , also referred to in nonscientific contexts as spelter , is a bluish-white , lustrous , diamagnetic metal , though most common commercial grades of the metal have a dull finish"	" Section one Characteristics Section one point one  Physical properties Zinc , also referred to in nonscientific contexts as spelter , is one bluishwhite , lustrous , diamagnetic metal , though most common commercial grades of the metal have one dull finish "		
"Section 3 Programmes and schedules Section 3.1 Daily schedule The night-time feed from the BBC World Service ends at 05:20 , with a brief introduction from the early shift continuity announcer"	" Section three Programmes and schedules Section three point one  Daily schedule The nighttime feed from the BBC World Service ends at five:twenty , with one brief introduction from the early shift continuity announcer "		
"Section 3 Programmes and schedules Section 3.1 Daily schedule The night-time feed from the BBC World Service ends at 05:20 , with a brief introduction from the early shift continuity announcer"	" Section three Programmes and schedules Section three point one  Daily schedule The nighttime feed from the BBC World Service ends at five:twenty , with one brief introduction from the early shift continuity announcer "		
"Section 3 Programmes and schedules Section 3.1 Daily schedule The night-time feed from the BBC World Service ends at 05:20 , with a brief introduction from the early shift continuity announcer"	" Section three Programmes and schedules Section three point one  Daily schedule The nighttime feed from the BBC World Service ends at five:twenty , with one brief introduction from the early shift continuity announcer "		
"Section 3 Programmes and schedules Section 3.1 Daily schedule The night-time feed from the BBC World Service ends at 05:20 , with a brief introduction from the early shift continuity announcer"	" Section three Programmes and schedules Section three point one  Daily schedule The nighttime feed from the BBC World Service ends at five:twenty , with one brief introduction from the early shift continuity announcer "		
"Section 3 Programmes and schedules Section 3.1 Daily schedule The night-time feed from the BBC World Service ends at 05:20 , with a brief introduction from the early shift continuity announcer"	" Section three Programmes and schedules Section three point one  Daily schedule The nighttime feed from the BBC World Service ends at five:twenty , with one brief introduction from the early shift continuity announcer "		
"Section 3 Programmes and schedules Section 3.1 Daily schedule The night-time feed from the BBC World Service ends at 05:20 , with a brief introduction from the early shift continuity announcer"	" Section three Programmes and schedules Section three point one  Daily schedule The nighttime feed from the BBC World Service ends at five:twenty , with one brief introduction from the early shift continuity announcer "		
"Section 3.3 Programmes Radio 4 is distinguished by its long-running programmes , many of which have been broadcast for over 40 years"	" Section three point three  Programmes Radio four is distinguished by its longrunning programmes , many of which have been broadcast for over four0 years "		
"Section 3.3 Programmes Radio 4 is distinguished by its long-running programmes , many of which have been broadcast for over 40 years"	" Section three point three  Programmes Radio four is distinguished by its longrunning programmes , many of which have been broadcast for over four0 years "		
"Section 3.3 Programmes Radio 4 is distinguished by its long-running programmes , many of which have been broadcast for over 40 years"	" Section three point three  Programmes Radio four is distinguished by its longrunning programmes , many of which have been broadcast for over four0 years "		
"Section 3.3 Programmes Radio 4 is distinguished by its long-running programmes , many of which have been broadcast for over 40 years"	" Section three point three  Programmes Radio four is distinguished by its longrunning programmes , many of which have been broadcast for over four0 years "		
"Section 3.3 Programmes Radio 4 is distinguished by its long-running programmes , many of which have been broadcast for over 40 years"	" Section three point three  Programmes Radio four is distinguished by its longrunning programmes , many of which have been broadcast for over four0 years "		
"Section 4.1 Senior Announcers Section 4.2 Newsreaders/Continuity announcers Section 4.3 Newsreaders ( non-Today programme ) / Continuity announcers Section 4.4 Newsreaders Section 4.5 Newsreaders ( non-Today programme ) Section 4.6 Continuity announcers Section 4.7 Former staff Section 5 Frequencies and other means of reception Radio 4 is broadcast on : 92 95 MHz FM in England , and from some transmitters in Wales 95.8 MHz in central Scotland 96 MHz in Greater Belfast 103 104.5 from other transmitters in Wales and generally in Scotland and Northern Ireland 198 kHz longwave Medium wave in some areas : 720 kHz in London and Northern Ireland 1449 kHz in Aberdeen and North East Scotland DAB Standard FM content Subsidiary LW content , where applicable Freeview channel 704 ( FM only ) The Internet WMA live streaming Digital satellite : Radio 4 FM : Freesat channel 704 Sky channel 104 Radio 4 LW : Freesat channel 710 Sky channel 143 Virgin Media channel 904 ( FM ) , channel 911 ( LW ) Selected other cable television providers ( Also on various frequencies on analogue cable networks ) UPC Ireland channel 910 in Republic of Ireland TalkTalk TV channel 604 Section 6 Criticisms There have been criticisms voiced by newspapers in recent years over a perceived ' liberal ' bias at Radio 4 across a range of issues such as the EU and the Iraq War , as well as sycophancy in interviews , particularly on the popular morning news magazine ' Today ' as part of a reported perception of a general ' malaise ' at the BBC"	" Section four point one  Senior Announcers Section four point two  Newsreaders slash Continuity announcers Section four point three  Newsreaders ( nonToday programme )  slash  Continuity announcers Section four point four  Newsreaders Section four point five  Newsreaders ( nonToday programme ) Section four point six  Continuity announcers Section four point seven  Former staff Section five Frequencies and other means of reception Radio four is broadcast on : ninety two 9five MHz FM in England , and from some transmitters in Wales ninety five point eight  MHz in central Scotland ninety six MHz in Greater Belfast one hundred and three tenfour point five  from other transmitters in Wales and generally in Scotland and Northern Ireland one hundred and ninety eight kHz longwave Medium wave in some areas : seven hundred and twenty kHz in London and Northern Ireland 1fourfour9 kHz in Aberdeen and North East Scotland DAB Standard FM content Subsidiary LW content , where applicable Freeview channel 70four ( FM only ) The Internet WMA live streaming Digital satellite : Radio four FM : Freesat channel 70four Sky channel tenfour Radio four LW : Freesat channel 7ten Sky channel 1four3 Virgin Media channel 90four ( FM ) , channel nine hundred and eleven ( LW ) Selected other cable television providers ( Also on various frequencies on analog cable networks ) UPC Ireland channel 9ten in Republic of Ireland TalkTalk TV channel six0four Section six Criticisms There have been criticisms voiced by newspapers in recent years over one perceived ' liberal ' bias at Radio four across one range of issues such as the EU and the Iraq War , as well as sycophancy in interviews , particularly on the popular morning news magazine ' Today ' as part of one reported perception of one general ' malaise ' at the BBC "		
"Section 4.1 Senior Announcers Section 4.2 Newsreaders/Continuity announcers Section 4.3 Newsreaders ( non-Today programme ) / Continuity announcers Section 4.4 Newsreaders Section 4.5 Newsreaders ( non-Today programme ) Section 4.6 Continuity announcers Section 4.7 Former staff Section 5 Frequencies and other means of reception Radio 4 is broadcast on : 92 95 MHz FM in England , and from some transmitters in Wales 95.8 MHz in central Scotland 96 MHz in Greater Belfast 103 104.5 from other transmitters in Wales and generally in Scotland and Northern Ireland 198 kHz longwave Medium wave in some areas : 720 kHz in London and Northern Ireland 1449 kHz in Aberdeen and North East Scotland DAB Standard FM content Subsidiary LW content , where applicable Freeview channel 704 ( FM only ) The Internet WMA live streaming Digital satellite : Radio 4 FM : Freesat channel 704 Sky channel 104 Radio 4 LW : Freesat channel 710 Sky channel 143 Virgin Media channel 904 ( FM ) , channel 911 ( LW ) Selected other cable television providers ( Also on various frequencies on analogue cable networks ) UPC Ireland channel 910 in Republic of Ireland TalkTalk TV channel 604 Section 6 Criticisms There have been criticisms voiced by newspapers in recent years over a perceived ' liberal ' bias at Radio 4 across a range of issues such as the EU and the Iraq War , as well as sycophancy in interviews , particularly on the popular morning news magazine ' Today ' as part of a reported perception of a general ' malaise ' at the BBC"	" Section four point one  Senior Announcers Section four point two  Newsreaders slash Continuity announcers Section four point three  Newsreaders ( nonToday programme )  slash  Continuity announcers Section four point four  Newsreaders Section four point five  Newsreaders ( nonToday programme ) Section four point six  Continuity announcers Section four point seven  Former staff Section five Frequencies and other means of reception Radio four is broadcast on : ninety two 9five MHz FM in England , and from some transmitters in Wales ninety five point eight  MHz in central Scotland ninety six MHz in Greater Belfast one hundred and three tenfour point five  from other transmitters in Wales and generally in Scotland and Northern Ireland one hundred and ninety eight kHz longwave Medium wave in some areas : seven hundred and twenty kHz in London and Northern Ireland 1fourfour9 kHz in Aberdeen and North East Scotland DAB Standard FM content Subsidiary LW content , where applicable Freeview channel 70four ( FM only ) The Internet WMA live streaming Digital satellite : Radio four FM : Freesat channel 70four Sky channel tenfour Radio four LW : Freesat channel 7ten Sky channel 1four3 Virgin Media channel 90four ( FM ) , channel nine hundred and eleven ( LW ) Selected other cable television providers ( Also on various frequencies on analog cable networks ) UPC Ireland channel 9ten in Republic of Ireland TalkTalk TV channel six0four Section six Criticisms There have been criticisms voiced by newspapers in recent years over one perceived ' liberal ' bias at Radio four across one range of issues such as the EU and the Iraq War , as well as sycophancy in interviews , particularly on the popular morning news magazine ' Today ' as part of one reported perception of one general ' malaise ' at the BBC "		
"Section 4.1 Senior Announcers Section 4.2 Newsreaders/Continuity announcers Section 4.3 Newsreaders ( non-Today programme ) / Continuity announcers Section 4.4 Newsreaders Section 4.5 Newsreaders ( non-Today programme ) Section 4.6 Continuity announcers Section 4.7 Former staff Section 5 Frequencies and other means of reception Radio 4 is broadcast on : 92 95 MHz FM in England , and from some transmitters in Wales 95.8 MHz in central Scotland 96 MHz in Greater Belfast 103 104.5 from other transmitters in Wales and generally in Scotland and Northern Ireland 198 kHz longwave Medium wave in some areas : 720 kHz in London and Northern Ireland 1449 kHz in Aberdeen and North East Scotland DAB Standard FM content Subsidiary LW content , where applicable Freeview channel 704 ( FM only ) The Internet WMA live streaming Digital satellite : Radio 4 FM : Freesat channel 704 Sky channel 104 Radio 4 LW : Freesat channel 710 Sky channel 143 Virgin Media channel 904 ( FM ) , channel 911 ( LW ) Selected other cable television providers ( Also on various frequencies on analogue cable networks ) UPC Ireland channel 910 in Republic of Ireland TalkTalk TV channel 604 Section 6 Criticisms There have been criticisms voiced by newspapers in recent years over a perceived ' liberal ' bias at Radio 4 across a range of issues such as the EU and the Iraq War , as well as sycophancy in interviews , particularly on the popular morning news magazine ' Today ' as part of a reported perception of a general ' malaise ' at the BBC"	" Section four point one  Senior Announcers Section four point two  Newsreaders slash Continuity announcers Section four point three  Newsreaders ( nonToday programme )  slash  Continuity announcers Section four point four  Newsreaders Section four point five  Newsreaders ( nonToday programme ) Section four point six  Continuity announcers Section four point seven  Former staff Section five Frequencies and other means of reception Radio four is broadcast on : ninety two 9five MHz FM in England , and from some transmitters in Wales ninety five point eight  MHz in central Scotland ninety six MHz in Greater Belfast one hundred and three tenfour point five  from other transmitters in Wales and generally in Scotland and Northern Ireland one hundred and ninety eight kHz longwave Medium wave in some areas : seven hundred and twenty kHz in London and Northern Ireland 1fourfour9 kHz in Aberdeen and North East Scotland DAB Standard FM content Subsidiary LW content , where applicable Freeview channel 70four ( FM only ) The Internet WMA live streaming Digital satellite : Radio four FM : Freesat channel 70four Sky channel tenfour Radio four LW : Freesat channel 7ten Sky channel 1four3 Virgin Media channel 90four ( FM ) , channel nine hundred and eleven ( LW ) Selected other cable television providers ( Also on various frequencies on analog cable networks ) UPC Ireland channel 9ten in Republic of Ireland TalkTalk TV channel six0four Section six Criticisms There have been criticisms voiced by newspapers in recent years over one perceived ' liberal ' bias at Radio four across one range of issues such as the EU and the Iraq War , as well as sycophancy in interviews , particularly on the popular morning news magazine ' Today ' as part of one reported perception of one general ' malaise ' at the BBC "		
"Section 4.1 Senior Announcers Section 4.2 Newsreaders/Continuity announcers Section 4.3 Newsreaders ( non-Today programme ) / Continuity announcers Section 4.4 Newsreaders Section 4.5 Newsreaders ( non-Today programme ) Section 4.6 Continuity announcers Section 4.7 Former staff Section 5 Frequencies and other means of reception Radio 4 is broadcast on : 92 95 MHz FM in England , and from some transmitters in Wales 95.8 MHz in central Scotland 96 MHz in Greater Belfast 103 104.5 from other transmitters in Wales and generally in Scotland and Northern Ireland 198 kHz longwave Medium wave in some areas : 720 kHz in London and Northern Ireland 1449 kHz in Aberdeen and North East Scotland DAB Standard FM content Subsidiary LW content , where applicable Freeview channel 704 ( FM only ) The Internet WMA live streaming Digital satellite : Radio 4 FM : Freesat channel 704 Sky channel 104 Radio 4 LW : Freesat channel 710 Sky channel 143 Virgin Media channel 904 ( FM ) , channel 911 ( LW ) Selected other cable television providers ( Also on various frequencies on analogue cable networks ) UPC Ireland channel 910 in Republic of Ireland TalkTalk TV channel 604 Section 6 Criticisms There have been criticisms voiced by newspapers in recent years over a perceived ' liberal ' bias at Radio 4 across a range of issues such as the EU and the Iraq War , as well as sycophancy in interviews , particularly on the popular morning news magazine ' Today ' as part of a reported perception of a general ' malaise ' at the BBC"	" Section four point one  Senior Announcers Section four point two  Newsreaders slash Continuity announcers Section four point three  Newsreaders ( nonToday programme )  slash  Continuity announcers Section four point four  Newsreaders Section four point five  Newsreaders ( nonToday programme ) Section four point six  Continuity announcers Section four point seven  Former staff Section five Frequencies and other means of reception Radio four is broadcast on : ninety two 9five MHz FM in England , and from some transmitters in Wales ninety five point eight  MHz in central Scotland ninety six MHz in Greater Belfast one hundred and three tenfour point five  from other transmitters in Wales and generally in Scotland and Northern Ireland one hundred and ninety eight kHz longwave Medium wave in some areas : seven hundred and twenty kHz in London and Northern Ireland 1fourfour9 kHz in Aberdeen and North East Scotland DAB Standard FM content Subsidiary LW content , where applicable Freeview channel 70four ( FM only ) The Internet WMA live streaming Digital satellite : Radio four FM : Freesat channel 70four Sky channel tenfour Radio four LW : Freesat channel 7ten Sky channel 1four3 Virgin Media channel 90four ( FM ) , channel nine hundred and eleven ( LW ) Selected other cable television providers ( Also on various frequencies on analog cable networks ) UPC Ireland channel 9ten in Republic of Ireland TalkTalk TV channel six0four Section six Criticisms There have been criticisms voiced by newspapers in recent years over one perceived ' liberal ' bias at Radio four across one range of issues such as the EU and the Iraq War , as well as sycophancy in interviews , particularly on the popular morning news magazine ' Today ' as part of one reported perception of one general ' malaise ' at the BBC "		
